BUKRS,BELNR,GJAHR,BLDAT,BUDAT,BLART,WAERK,USNAM,XBLNR,BKTXT
1000,0000004192,2024,20200104,20240405,RE,EUR,USER014,REF30219,Expense report
2000,0000004193,2021,20200326,20220613,ZP,EUR,USER022,REF65980,Vendor payment
3000,0000004194,2022,20231027,20240830,AB,USD,USER027,REF93773,Asset acquisition
3000,0000004195,2020,20230604,20220328,SA,USD,USER036,REF38679,Asset acquisition
2000,0000004196,2022,20230322,20211028,ZP,USD,USER022,REF29209,Invoice payment
1000,0000004197,2022,20230726,20210214,RE,USD,USER021,REF55169,Customer receipt
3000,0000004198,2022,20230513,20230711,KR,EUR,USER045,REF91612,Asset acquisition
2000,0000004199,2024,20231222,20220725,SA,COP,USER044,REF18437,Customer receipt
3000,0000004200,2022,20221214,20220301,KR,USD,USER029,REF52366,Invoice payment
3000,0000004201,2020,20240605,20230617,ZP,USD,USER028,REF43708,Salary posting
1000,0000004202,2022,20230609,20220412,SA,USD,USER005,REF56948,Customer receipt
2000,0000004203,2022,20241221,20200816,ZP,USD,USER029,REF79387,Vendor payment
2000,0000004204,2021,20240119,20200117,RE,EUR,USER014,REF56001,Customer receipt
3000,0000004205,2021,20200504,20240906,RE,USD,USER013,REF14933,Invoice payment
3000,0000004206,2022,20230324,20220831,KR,COP,USER018,REF28950,Expense report
3000,0000004207,2022,20240404,20230113,KR,USD,USER050,REF96876,Vendor payment
1000,0000004208,2023,20220220,20220420,ZP,COP,USER037,REF92369,Vendor payment
2000,0000004209,2023,20230903,20231122,RE,COP,USER041,REF76342,Invoice payment
2000,0000004210,2020,20240613,20210221,KR,USD,USER036,REF10656,Invoice payment
2000,0000004211,2021,20220617,20240311,KR,USD,USER034,REF62315,Asset acquisition
3000,0000004212,2023,20200801,20211209,SA,USD,USER018,REF64634,Invoice payment
2000,0000004213,2021,20230414,20201111,AB,COP,USER040,REF67333,Asset acquisition
2000,0000004214,2023,20230720,20231205,KR,USD,USER009,REF16301,Customer receipt
2000,0000004215,2021,20220320,20231127,SA,EUR,USER037,REF18253,Invoice payment
3000,0000004216,2021,20231226,20221222,SA,USD,USER029,REF92121,Customer receipt
1000,0000004217,2024,20220116,20240220,RE,COP,USER006,REF56847,Salary posting
3000,0000004218,2021,20230214,20210518,RE,EUR,USER032,REF69505,Salary posting
2000,0000004219,2024,20201011,20200701,KR,USD,USER012,REF64628,Salary posting
1000,0000004220,2024,20220129,20220325,AB,EUR,USER033,REF44995,Salary posting
3000,0000004221,2023,20200106,20220702,ZP,EUR,USER050,REF12932,Asset acquisition
2000,0000004222,2020,20230926,20240519,ZP,EUR,USER037,REF23114,Vendor payment
3000,0000004223,2020,20220723,20220916,SA,USD,USER005,REF30077,Vendor payment
3000,0000004224,2022,20210904,20200715,SA,EUR,USER050,REF31654,Salary posting
1000,0000004225,2020,20220529,20210718,ZP,EUR,USER012,REF78159,Customer receipt
1000,0000004226,2024,20240517,20230812,SA,EUR,USER037,REF72373,Salary posting
2000,0000004227,2023,20220608,20211218,AB,USD,USER038,REF14810,Asset acquisition
1000,0000004228,2022,20211029,20210912,ZP,USD,USER042,REF37557,Customer receipt
2000,0000004229,2021,20240417,20220603,ZP,USD,USER043,REF74569,Invoice payment
2000,0000004230,2023,20240627,20230228,KR,COP,USER047,REF10350,Vendor payment
2000,0000004231,2024,20241024,20200420,AB,USD,USER045,REF41587,Salary posting
1000,0000004232,2022,20210307,20220107,ZP,USD,USER030,REF26382,Invoice payment
3000,0000004233,2020,20200812,20200909,SA,EUR,USER017,REF70600,Asset acquisition
1000,0000004234,2022,20230612,20210622,KR,EUR,USER005,REF96410,Salary posting
3000,0000004235,2024,20220917,20200930,KR,USD,USER024,REF71380,Vendor payment
2000,0000004236,2023,20210605,20200731,KR,USD,USER018,REF94955,Customer receipt
3000,0000004237,2023,20210924,20200714,AB,EUR,USER022,REF95026,Salary posting
2000,0000004238,2021,20230622,20230924,SA,COP,USER016,REF28948,Vendor payment
2000,0000004239,2022,20211216,20230205,RE,EUR,USER048,REF86293,Salary posting
2000,0000004240,2024,20210909,20240901,AB,USD,USER033,REF22808,Customer receipt
2000,0000004241,2023,20200331,20201114,ZP,USD,USER041,REF93922,Invoice payment
1000,0000004242,2023,20201209,20210503,KR,EUR,USER048,REF95878,Customer receipt
2000,0000004243,2023,20200104,20210907,RE,USD,USER007,REF42980,Asset acquisition
3000,0000004244,2023,20230721,20240107,RE,USD,USER047,REF74579,Customer receipt
3000,0000004245,2023,20240115,20240715,KR,USD,USER008,REF82872,Salary posting
3000,0000004246,2022,20230317,20211127,RE,EUR,USER046,REF38410,Asset acquisition
2000,0000004247,2022,20240102,20240418,AB,COP,USER008,REF70487,Invoice payment
1000,0000004248,2024,20240815,20220306,RE,COP,USER005,REF70308,Salary posting
3000,0000004249,2020,20230911,20240929,RE,COP,USER029,REF14622,Asset acquisition
2000,0000004250,2024,20240607,20230816,SA,EUR,USER003,REF74078,Vendor payment
2000,0000004251,2024,20201230,20221219,SA,USD,USER044,REF22827,Asset acquisition
3000,0000004252,2021,20200812,20240314,SA,EUR,USER050,REF40978,Customer receipt
3000,0000004253,2024,20220518,20220630,AB,EUR,USER016,REF56260,Expense report
2000,0000004254,2023,20210506,20220123,SA,EUR,USER034,REF87902,Asset acquisition
1000,0000004255,2023,20200428,20220719,KR,COP,USER035,REF80560,Expense report
2000,0000004256,2020,20210313,20210417,SA,COP,USER049,REF35408,Vendor payment
1000,0000004257,2020,20210711,20210123,RE,EUR,USER030,REF50617,Expense report
2000,0000004258,2022,20230612,20210409,AB,USD,USER044,REF39493,Salary posting
2000,0000004259,2024,20220427,20220623,RE,EUR,USER018,REF78178,Invoice payment
1000,0000004260,2020,20230922,20200415,AB,EUR,USER047,REF39927,Salary posting
3000,0000004261,2023,20240923,20220117,ZP,COP,USER025,REF13301,Vendor payment
1000,0000004262,2022,20210106,20231002,AB,COP,USER047,REF71718,Vendor payment
2000,0000004263,2020,20201016,20241220,ZP,EUR,USER025,REF66251,Vendor payment
1000,0000004264,2020,20240717,20200915,KR,COP,USER011,REF19903,Salary posting
3000,0000004265,2021,20211022,20241110,KR,USD,USER006,REF24182,Vendor payment
2000,0000004266,2024,20230308,20240708,KR,USD,USER040,REF50125,Asset acquisition
2000,0000004267,2023,20210624,20230712,SA,USD,USER024,REF38150,Expense report
2000,0000004268,2022,20210727,20210809,RE,COP,USER034,REF22786,Customer receipt
3000,0000004269,2022,20200623,20210313,AB,USD,USER013,REF77005,Invoice payment
3000,0000004270,2022,20201022,20200428,KR,EUR,USER042,REF94340,Vendor payment
1000,0000004271,2024,20210319,20220629,AB,EUR,USER020,REF23070,Vendor payment
2000,0000004272,2023,20200613,20210616,AB,EUR,USER009,REF31733,Invoice payment
1000,0000004273,2022,20230917,20221205,KR,COP,USER016,REF52420,Salary posting
1000,0000004274,2020,20200815,20210113,AB,COP,USER035,REF37139,Asset acquisition
1000,0000004275,2021,20200104,20221106,AB,USD,USER019,REF71435,Asset acquisition
1000,0000004276,2024,20200122,20220513,AB,USD,USER007,REF81232,Expense report
2000,0000004277,2023,20201022,20240225,ZP,USD,USER001,REF73331,Asset acquisition
3000,0000004278,2023,20231112,20240912,RE,EUR,USER027,REF34319,Invoice payment
2000,0000004279,2021,20200326,20210731,ZP,EUR,USER034,REF61740,Vendor payment
1000,0000004280,2022,20200729,20221023,AB,EUR,USER015,REF15861,Expense report
3000,0000004281,2021,20220303,20240926,SA,EUR,USER022,REF62508,Salary posting
3000,0000004282,2023,20220814,20210903,RE,EUR,USER040,REF20920,Asset acquisition
1000,0000004283,2022,20240110,20231103,KR,EUR,USER044,REF12678,Asset acquisition
2000,0000004284,2024,20200308,20230302,AB,EUR,USER001,REF40076,Salary posting
1000,0000004285,2022,20240725,20230917,RE,EUR,USER039,REF69064,Customer receipt
1000,0000004286,2020,20230205,20200521,SA,EUR,USER037,REF23086,Expense report
2000,0000004287,2024,20201018,20230401,AB,USD,USER001,REF70603,Salary posting
1000,0000004288,2020,20211111,20210520,RE,EUR,USER016,REF93573,Asset acquisition
3000,0000004289,2021,20240518,20241126,SA,COP,USER026,REF10451,Expense report
1000,0000004290,2020,20220517,20230316,RE,EUR,USER046,REF76852,Asset acquisition
2000,0000004291,2022,20221119,20200122,KR,EUR,USER015,REF36081,Salary posting
3000,0000004292,2021,20240328,20221028,SA,COP,USER044,REF91468,Customer receipt
1000,0000004293,2020,20220416,20220111,AB,COP,USER021,REF21070,Asset acquisition
2000,0000004294,2022,20210603,20220211,ZP,COP,USER050,REF55240,Invoice payment
1000,0000004295,2021,20240213,20200615,SA,COP,USER049,REF21590,Expense report
3000,0000004296,2021,20210122,20200626,ZP,USD,USER024,REF77269,Customer receipt
3000,0000004297,2023,20230305,20230330,RE,COP,USER022,REF89023,Asset acquisition
1000,0000004298,2023,20221006,20200615,AB,EUR,USER002,REF35198,Invoice payment
2000,0000004299,2023,20221021,20220714,RE,EUR,USER020,REF19661,Expense report
2000,0000004300,2023,20200110,20211106,RE,USD,USER017,REF80892,Expense report
3000,0000004301,2024,20230424,20211018,KR,COP,USER029,REF60486,Vendor payment
2000,0000004302,2020,20240328,20230215,AB,USD,USER030,REF70920,Customer receipt
2000,0000004303,2020,20200120,20220305,SA,COP,USER020,REF52545,Customer receipt
3000,0000004304,2024,20240624,20240106,AB,EUR,USER041,REF97594,Expense report
1000,0000004305,2023,20240406,20210429,RE,COP,USER015,REF33205,Salary posting
3000,0000004306,2023,20240312,20240824,AB,USD,USER049,REF75519,Salary posting
2000,0000004307,2020,20240515,20200101,SA,EUR,USER018,REF79904,Invoice payment
3000,0000004308,2022,20231206,20241123,AB,EUR,USER014,REF25344,Vendor payment
1000,0000004309,2022,20220303,20200210,SA,USD,USER011,REF73392,Invoice payment
2000,0000004310,2024,20240515,20241004,ZP,USD,USER038,REF49176,Asset acquisition
2000,0000004311,2020,20200803,20200808,RE,USD,USER037,REF71952,Asset acquisition
2000,0000004312,2023,20220111,20210816,SA,USD,USER022,REF70468,Expense report
3000,0000004313,2024,20240606,20220722,KR,COP,USER025,REF99538,Vendor payment
1000,0000004314,2022,20221104,20211122,SA,EUR,USER002,REF36636,Vendor payment
1000,0000004315,2024,20221105,20210612,AB,EUR,USER023,REF64638,Invoice payment
2000,0000004316,2023,20240121,20230423,ZP,COP,USER042,REF63441,Invoice payment
1000,0000004317,2024,20200927,20220419,ZP,USD,USER003,REF91893,Asset acquisition
2000,0000004318,2023,20220618,20230505,SA,USD,USER003,REF95754,Expense report
3000,0000004319,2024,20240817,20220412,KR,USD,USER015,REF75143,Asset acquisition
3000,0000004320,2021,20241205,20240306,AB,COP,USER043,REF21193,Invoice payment
2000,0000004321,2021,20220102,20200909,KR,EUR,USER039,REF64977,Expense report
1000,0000004322,2020,20220413,20230110,KR,USD,USER013,REF31491,Expense report
1000,0000004323,2021,20200416,20240601,KR,COP,USER040,REF87252,Expense report
2000,0000004324,2022,20220215,20200216,AB,EUR,USER002,REF59525,Vendor payment
2000,0000004325,2021,20231024,20200105,AB,EUR,USER023,REF95769,Expense report
1000,0000004326,2022,20220615,20230106,AB,USD,USER050,REF28425,Vendor payment
2000,0000004327,2020,20201006,20221101,SA,COP,USER031,REF16364,Invoice payment
2000,0000004328,2022,20210603,20221223,ZP,USD,USER019,REF79692,Asset acquisition
2000,0000004329,2021,20200806,20200826,ZP,EUR,USER049,REF78194,Invoice payment
2000,0000004330,2021,20220111,20211217,SA,COP,USER034,REF10846,Salary posting
1000,0000004331,2023,20220420,20240405,SA,COP,USER024,REF53649,Invoice payment
2000,0000004332,2024,20241026,20220518,ZP,EUR,USER041,REF68540,Vendor payment
2000,0000004333,2020,20231022,20210104,RE,COP,USER047,REF87344,Expense report
1000,0000004334,2020,20210525,20241223,RE,USD,USER003,REF22193,Vendor payment
3000,0000004335,2022,20230221,20220401,AB,COP,USER038,REF85587,Customer receipt
1000,0000004336,2024,20240719,20220824,ZP,EUR,USER050,REF73443,Expense report
3000,0000004337,2023,20210219,20240819,RE,USD,USER011,REF50594,Vendor payment
2000,0000004338,2023,20201221,20230326,RE,USD,USER043,REF85685,Asset acquisition
2000,0000004339,2022,20200823,20220524,RE,COP,USER013,REF33953,Vendor payment
3000,0000004340,2024,20200114,20220822,RE,COP,USER021,REF20299,Customer receipt
1000,0000004341,2021,20221215,20220925,SA,USD,USER044,REF20392,Expense report
1000,0000004342,2021,20231026,20201122,RE,COP,USER047,REF74107,Salary posting
2000,0000004343,2022,20210710,20200516,AB,USD,USER034,REF75311,Vendor payment
1000,0000004344,2020,20200423,20241113,SA,USD,USER027,REF27250,Asset acquisition
2000,0000004345,2020,20240516,20200719,SA,COP,USER026,REF99252,Customer receipt
3000,0000004346,2023,20210601,20210718,KR,COP,USER015,REF62198,Invoice payment
2000,0000004347,2024,20240419,20211130,SA,EUR,USER035,REF34725,Expense report
1000,0000004348,2024,20220201,20221105,AB,COP,USER016,REF82796,Expense report
2000,0000004349,2024,20231219,20230812,RE,USD,USER004,REF21524,Salary posting
2000,0000004350,2023,20230502,20201110,KR,COP,USER026,REF73625,Invoice payment
2000,0000004351,2024,20211201,20221021,RE,EUR,USER041,REF70332,Invoice payment
1000,0000004352,2022,20200331,20240119,RE,EUR,USER028,REF75057,Vendor payment
2000,0000004353,2021,20200226,20230618,KR,USD,USER005,REF84902,Expense report
1000,0000004354,2020,20241003,20230225,KR,EUR,USER047,REF56246,Expense report
1000,0000004355,2021,20231214,20201101,ZP,USD,USER001,REF45212,Vendor payment
3000,0000004356,2021,20240324,20220903,ZP,USD,USER033,REF31171,Vendor payment
1000,0000004357,2022,20230101,20230717,SA,USD,USER008,REF20135,Asset acquisition
1000,0000004358,2024,20230815,20220627,RE,USD,USER039,REF31610,Invoice payment
2000,0000004359,2022,20240827,20220730,SA,EUR,USER008,REF50602,Expense report
2000,0000004360,2024,20240718,20220815,KR,EUR,USER027,REF30768,Asset acquisition
1000,0000004361,2022,20230516,20200612,ZP,EUR,USER016,REF19186,Expense report
2000,0000004362,2024,20240609,20220820,AB,COP,USER049,REF94641,Asset acquisition
3000,0000004363,2023,20220910,20201217,SA,USD,USER013,REF93277,Salary posting
1000,0000004364,2022,20241027,20210915,ZP,USD,USER034,REF74934,Expense report
3000,0000004365,2023,20220111,20220902,RE,USD,USER026,REF50289,Expense report
3000,0000004366,2020,20240905,20201116,ZP,EUR,USER004,REF39673,Salary posting
3000,0000004367,2020,20230805,20210830,KR,USD,USER031,REF86176,Asset acquisition
1000,0000004368,2020,20240116,20200412,ZP,USD,USER001,REF88827,Invoice payment
2000,0000004369,2022,20220916,20210412,AB,USD,USER009,REF47746,Expense report
2000,0000004370,2023,20231123,20240514,KR,COP,USER024,REF44301,Vendor payment
1000,0000004371,2020,20210328,20220424,ZP,COP,USER004,REF88044,Invoice payment
3000,0000004372,2022,20240827,20230713,RE,COP,USER044,REF53527,Expense report
2000,0000004373,2021,20200810,20231226,RE,USD,USER012,REF33891,Asset acquisition
2000,0000004374,2020,20210613,20221003,SA,USD,USER037,REF11670,Invoice payment
3000,0000004375,2020,20221204,20210628,KR,EUR,USER015,REF38498,Salary posting
3000,0000004376,2024,20240218,20210712,AB,USD,USER011,REF30698,Vendor payment
3000,0000004377,2021,20240904,20240613,SA,EUR,USER027,REF99704,Asset acquisition
3000,0000004378,2023,20240531,20220903,RE,USD,USER016,REF88004,Invoice payment
1000,0000004379,2021,20220602,20240424,KR,EUR,USER020,REF70944,Customer receipt
1000,0000004380,2023,20211026,20200122,RE,EUR,USER013,REF28776,Vendor payment
3000,0000004381,2020,20230322,20200318,RE,USD,USER020,REF69412,Asset acquisition
1000,0000004382,2022,20210908,20201025,AB,EUR,USER032,REF42691,Customer receipt
3000,0000004383,2022,20211013,20210616,RE,EUR,USER019,REF33073,Customer receipt
1000,0000004384,2020,20220331,20230622,AB,EUR,USER010,REF18017,Customer receipt
2000,0000004385,2023,20220114,20240719,SA,EUR,USER015,REF91523,Expense report
2000,0000004386,2021,20231101,20230322,AB,EUR,USER002,REF46330,Salary posting
1000,0000004387,2024,20241106,20210110,SA,COP,USER033,REF71447,Vendor payment
3000,0000004388,2021,20211115,20220724,KR,COP,USER033,REF22924,Expense report
1000,0000004389,2020,20220912,20210421,SA,USD,USER016,REF92453,Customer receipt
1000,0000004390,2020,20210105,20210416,AB,USD,USER007,REF33424,Expense report
2000,0000004391,2023,20210603,20200214,ZP,EUR,USER024,REF35018,Customer receipt
2000,0000004392,2021,20200422,20210510,KR,USD,USER003,REF52493,Invoice payment
2000,0000004393,2020,20200914,20210524,KR,USD,USER007,REF13714,Asset acquisition
3000,0000004394,2020,20220118,20211231,SA,EUR,USER032,REF17096,Vendor payment
2000,0000004395,2020,20210713,20201107,KR,EUR,USER044,REF98487,Salary posting
2000,0000004396,2023,20210917,20200525,RE,EUR,USER040,REF30482,Salary posting
2000,0000004397,2020,20200926,20211018,KR,EUR,USER003,REF73742,Vendor payment
1000,0000004398,2024,20200705,20240925,KR,EUR,USER023,REF12794,Salary posting
3000,0000004399,2021,20240202,20231111,SA,EUR,USER017,REF18962,Vendor payment
3000,0000004400,2023,20200813,20211113,AB,USD,USER023,REF75034,Invoice payment
2000,0000004401,2023,20240621,20210417,KR,EUR,USER041,REF95143,Expense report
2000,0000004402,2023,20210518,20200205,AB,COP,USER048,REF63807,Expense report
1000,0000004403,2024,20230907,20220116,AB,COP,USER021,REF27225,Invoice payment
1000,0000004404,2023,20220611,20200529,SA,COP,USER019,REF30164,Invoice payment
2000,0000004405,2024,20230225,20230912,AB,EUR,USER023,REF97509,Customer receipt
2000,0000004406,2024,20220701,20220801,RE,USD,USER013,REF99894,Expense report
3000,0000004407,2023,20200219,20221031,RE,EUR,USER049,REF87707,Invoice payment
1000,0000004408,2020,20200610,20210805,AB,EUR,USER007,REF16560,Customer receipt
1000,0000004409,2024,20201031,20220921,ZP,EUR,USER033,REF83042,Invoice payment
3000,0000004410,2024,20210228,20200319,SA,USD,USER043,REF25018,Asset acquisition
1000,0000004411,2024,20221207,20200821,AB,EUR,USER031,REF80209,Customer receipt
2000,0000004412,2020,20221216,20240731,SA,USD,USER039,REF15996,Salary posting
3000,0000004413,2020,20230915,20230425,AB,USD,USER026,REF82981,Vendor payment
1000,0000004414,2023,20220907,20201226,ZP,COP,USER001,REF72805,Expense report
3000,0000004415,2023,20201116,20240814,RE,EUR,USER041,REF82610,Invoice payment
3000,0000004416,2022,20220705,20201112,KR,USD,USER014,REF56098,Asset acquisition
2000,0000004417,2020,20220812,20221122,KR,EUR,USER047,REF13772,Vendor payment
