BUKRS,BELNR,GJAHR,BUZEI,KOART,KONTO,DMBTR,WRBTR,WAERS,SGTXT
2000,0000002515,2020,002,K,391417,37763.79,36233.16,EUR,Line item desc
3000,0000002516,2022,001,D,414205,121019.1,132093.48,USD,Clearing entry
3000,0000002516,2022,002,A,363989,155799.89,167329.53,USD,Line item desc
3000,0000002516,2022,003,A,276538,56678.67,53937.77,USD,Revenue rec
3000,0000002516,2022,004,S,201229,137014.12,134403.32,USD,Cost allocation
3000,0000002517,2024,001,A,905290,84987.24,89301.42,EUR,Line item desc
2000,0000002518,2024,001,K,331477,11041.22,10420.57,EUR,Clearing entry
2000,0000002518,2024,002,A,378670,3223.1,3415.1,EUR,Line item desc
2000,0000002518,2024,003,K,546364,26579.94,28193.73,EUR,Tax posting
2000,0000002518,2024,004,M,127419,4344.59,4512.88,EUR,Clearing entry
2000,0000002519,2021,001,K,889207,83785.32,77614.84,USD,Clearing entry
2000,0000002519,2021,002,K,757798,133346.78,133290.69,USD,Clearing entry
2000,0000002519,2021,003,M,112239,176051.49,173901.47,USD,Cost allocation
3000,0000002520,2021,001,K,600560,30115.76,29088.85,USD,Line item desc
3000,0000002520,2021,002,M,826122,192317.57,190189.62,USD,Tax posting
3000,0000002520,2021,003,A,975134,29219.71,29795.8,USD,Tax posting
1000,0000002521,2023,001,M,430411,45177.89,48700.88,USD,Clearing entry
1000,0000002521,2023,002,A,165057,139299.31,127858.0,USD,Revenue rec
1000,0000002521,2023,003,K,654926,142921.53,139251.13,USD,Clearing entry
1000,0000002521,2023,004,S,703269,64555.69,58970.43,USD,Revenue rec
3000,0000002522,2024,001,A,620452,70062.29,74093.93,EUR,Clearing entry
3000,0000002522,2024,002,K,249927,33747.35,33350.09,EUR,Clearing entry
3000,0000002522,2024,003,S,248648,191005.6,187406.26,EUR,Tax posting
3000,0000002522,2024,004,A,593179,24561.64,22400.84,EUR,Clearing entry
3000,0000002523,2024,001,A,247133,101053.14,108774.13,EUR,Line item desc
3000,0000002523,2024,002,S,667568,154366.83,159067.65,EUR,Revenue rec
3000,0000002523,2024,003,A,182029,188173.99,178631.64,EUR,Cost allocation
3000,0000002523,2024,004,M,196049,133198.08,138551.6,EUR,Tax posting
3000,0000002524,2020,001,K,339199,50768.63,45875.85,EUR,Line item desc
3000,0000002524,2020,002,D,502578,60775.19,65376.74,EUR,Revenue rec
1000,0000002525,2022,001,S,357688,113443.42,123713.82,USD,Clearing entry
1000,0000002525,2022,002,D,108017,172662.51,167261.6,USD,Line item desc
1000,0000002525,2022,003,A,826545,187127.92,182632.68,USD,Revenue rec
1000,0000002525,2022,004,A,496319,712.02,653.97,USD,Line item desc
3000,0000002526,2023,001,K,700505,86979.78,84327.9,EUR,Clearing entry
3000,0000002527,2021,001,K,654906,158603.26,162167.67,USD,Cost allocation
3000,0000002528,2023,001,A,503607,64879.65,68429.52,COP,Revenue rec
3000,0000002528,2023,002,K,680307,71357.48,65245.31,COP,Tax posting
3000,0000002528,2023,003,K,338239,111838.83,118873.43,COP,Revenue rec
3000,0000002528,2023,004,D,503472,150468.69,154866.88,COP,Cost allocation
2000,0000002529,2021,001,D,894700,13167.2,13590.21,EUR,Tax posting
2000,0000002529,2021,002,M,732287,175008.05,181191.9,EUR,Cost allocation
2000,0000002529,2021,003,S,954071,62343.21,65011.2,EUR,Line item desc
2000,0000002530,2021,001,M,351797,16190.69,17131.07,EUR,Cost allocation
2000,0000002530,2021,002,D,118017,109285.81,99343.32,EUR,Tax posting
1000,0000002531,2022,001,D,956435,159306.21,173036.63,COP,Clearing entry
2000,0000002532,2021,001,S,583466,120435.19,113863.81,EUR,Tax posting
2000,0000002532,2021,002,S,774698,73531.24,67690.85,EUR,Clearing entry
2000,0000002532,2021,003,S,487910,118079.85,109528.5,EUR,Tax posting
2000,0000002532,2021,004,S,738608,25322.0,27805.77,EUR,Line item desc
1000,0000002533,2021,001,S,712789,99081.17,95096.32,EUR,Line item desc
1000,0000002533,2021,002,D,124452,38705.53,42069.87,EUR,Clearing entry
3000,0000002534,2020,001,S,263352,146403.03,152671.87,USD,Cost allocation
3000,0000002534,2020,002,S,404456,164573.39,179665.31,USD,Clearing entry
3000,0000002534,2020,003,D,277282,141304.72,141573.76,USD,Line item desc
2000,0000002535,2024,001,D,888925,18272.07,17877.54,USD,Cost allocation
2000,0000002535,2024,002,S,653554,29623.16,31247.67,USD,Line item desc
2000,0000002535,2024,003,D,784116,47077.11,44380.14,USD,Revenue rec
2000,0000002536,2022,001,D,213131,19952.94,18268.52,COP,Cost allocation
2000,0000002536,2022,002,D,830348,98554.8,108119.97,COP,Tax posting
2000,0000002536,2022,003,M,156748,93901.25,94119.67,COP,Line item desc
2000,0000002536,2022,004,S,861345,189053.36,194047.45,COP,Cost allocation
3000,0000002537,2020,001,K,208886,162730.17,163269.1,EUR,Line item desc
3000,0000002538,2023,001,K,632018,132545.04,132069.7,EUR,Clearing entry
3000,0000002538,2023,002,D,316646,42690.96,38820.67,EUR,Line item desc
1000,0000002539,2022,001,M,186463,103278.72,105969.64,USD,Clearing entry
1000,0000002539,2022,002,A,961860,112473.86,122116.69,USD,Cost allocation
1000,0000002540,2022,001,M,260695,171691.02,173816.19,USD,Tax posting
1000,0000002541,2021,001,S,347695,109142.88,102680.05,USD,Revenue rec
1000,0000002542,2023,001,M,360199,35888.39,38638.21,COP,Revenue rec
1000,0000002542,2023,002,M,108775,101122.51,98338.44,COP,Clearing entry
1000,0000002542,2023,003,A,609584,104955.46,108292.86,COP,Clearing entry
1000,0000002542,2023,004,K,579490,87155.65,85549.46,COP,Tax posting
1000,0000002543,2020,001,S,539066,35719.01,34013.55,COP,Cost allocation
2000,0000002544,2023,001,M,655372,131234.14,137069.33,EUR,Tax posting
2000,0000002544,2023,002,S,129627,54394.84,56467.96,EUR,Clearing entry
3000,0000002545,2020,001,A,130703,137293.9,147747.74,USD,Clearing entry
3000,0000002545,2020,002,A,490743,8130.47,7733.13,USD,Cost allocation
1000,0000002546,2021,001,S,681355,185309.22,188379.6,EUR,Line item desc
1000,0000002546,2021,002,A,505658,18173.16,18321.75,EUR,Clearing entry
1000,0000002547,2021,001,D,778897,164976.57,170689.04,USD,Line item desc
1000,0000002547,2021,002,M,510668,67206.71,65285.73,USD,Clearing entry
3000,0000002548,2023,001,M,855416,83345.17,90803.2,EUR,Revenue rec
3000,0000002548,2023,002,D,975454,10860.09,10363.08,EUR,Revenue rec
3000,0000002548,2023,003,S,440119,177514.77,168343.35,EUR,Tax posting
3000,0000002548,2023,004,D,783585,113358.97,119152.08,EUR,Tax posting
1000,0000002549,2021,001,S,815520,43606.08,43125.89,EUR,Clearing entry
1000,0000002549,2021,002,K,596972,133925.61,130158.64,EUR,Clearing entry
3000,0000002550,2022,001,K,837912,81626.09,78220.34,USD,Tax posting
3000,0000002550,2022,002,M,799847,77828.0,74218.7,USD,Clearing entry
3000,0000002550,2022,003,M,939761,11777.27,12780.42,USD,Revenue rec
3000,0000002550,2022,004,K,606875,94145.33,85545.23,USD,Line item desc
1000,0000002551,2024,001,K,284441,51404.32,47978.25,COP,Cost allocation
1000,0000002552,2021,001,M,538089,178870.71,161395.17,COP,Revenue rec
1000,0000002552,2021,002,S,282057,104228.09,97510.68,COP,Clearing entry
1000,0000002552,2021,003,S,124000,156338.7,159326.41,COP,Revenue rec
3000,0000002553,2021,001,K,940845,42934.2,44951.91,COP,Clearing entry
3000,0000002553,2021,002,S,659750,102855.48,106100.78,COP,Tax posting
3000,0000002553,2021,003,K,659024,143994.73,132744.29,COP,Revenue rec
1000,0000002554,2022,001,S,562620,87954.12,86241.75,COP,Cost allocation
1000,0000002554,2022,002,D,934550,86482.22,85334.28,COP,Line item desc
1000,0000002554,2022,003,M,709165,127082.84,131115.08,COP,Cost allocation
2000,0000002555,2020,001,S,745736,44189.26,45955.67,EUR,Line item desc
1000,0000002556,2022,001,A,558843,93705.6,99506.21,EUR,Revenue rec
1000,0000002556,2022,002,S,106802,43046.35,43619.97,EUR,Tax posting
1000,0000002556,2022,003,S,453620,10784.45,11408.75,EUR,Line item desc
1000,0000002556,2022,004,D,316635,139004.95,130516.97,EUR,Revenue rec
3000,0000002557,2024,001,A,860383,149280.17,138355.41,USD,Tax posting
3000,0000002557,2024,002,M,542887,139942.58,145414.07,USD,Line item desc
2000,0000002558,2023,001,S,121231,46916.29,49385.89,COP,Tax posting
2000,0000002558,2023,002,K,228291,178875.53,172854.13,COP,Clearing entry
2000,0000002558,2023,003,D,499626,168918.04,159038.87,COP,Cost allocation
2000,0000002559,2024,001,K,566551,183984.09,191442.83,USD,Clearing entry
2000,0000002559,2024,002,S,592502,169641.45,168750.7,USD,Clearing entry
3000,0000002560,2021,001,K,489839,83788.88,89470.56,EUR,Cost allocation
3000,0000002560,2021,002,K,194679,3750.96,3764.82,EUR,Tax posting
3000,0000002560,2021,003,D,592731,174971.8,163238.46,EUR,Cost allocation
1000,0000002561,2021,001,M,672229,9288.47,8530.29,COP,Clearing entry
1000,0000002561,2021,002,A,858067,87709.97,83431.97,COP,Clearing entry
1000,0000002561,2021,003,M,822119,182192.69,195536.51,COP,Tax posting
1000,0000002562,2022,001,K,912224,129363.68,121435.32,USD,Line item desc
3000,0000002563,2021,001,M,687574,105166.35,110723.26,COP,Tax posting
3000,0000002563,2021,002,D,383215,83019.85,78203.45,COP,Clearing entry
3000,0000002563,2021,003,D,489154,52665.75,52104.27,COP,Line item desc
2000,0000002564,2020,001,D,432757,127376.68,139879.86,USD,Tax posting
2000,0000002564,2020,002,A,399427,193042.78,186590.62,USD,Line item desc
2000,0000002564,2020,003,A,294041,62280.12,61636.15,USD,Tax posting
2000,0000002564,2020,004,D,229946,119113.03,128067.5,USD,Clearing entry
2000,0000002565,2021,001,D,359806,88467.4,82985.21,USD,Tax posting
3000,0000002566,2022,001,K,447658,136755.54,132778.43,USD,Cost allocation
3000,0000002567,2020,001,M,816609,87815.04,89423.93,COP,Tax posting
3000,0000002567,2020,002,K,384267,132793.9,137521.45,COP,Revenue rec
2000,0000002568,2023,001,M,659272,183467.37,198276.23,EUR,Line item desc
2000,0000002568,2023,002,S,304112,43354.08,40326.65,EUR,Revenue rec
2000,0000002568,2023,003,K,517840,112717.85,106908.69,EUR,Clearing entry
3000,0000002569,2021,001,S,372665,90379.04,94349.88,EUR,Clearing entry
3000,0000002569,2021,002,K,396476,57235.81,53228.72,EUR,Line item desc
3000,0000002569,2021,003,M,704838,195306.78,194771.3,EUR,Clearing entry
3000,0000002569,2021,004,A,527193,103636.49,107988.87,EUR,Line item desc
2000,0000002570,2021,001,A,820525,143317.88,141662.04,EUR,Cost allocation
2000,0000002570,2021,002,M,876652,164541.87,154251.19,EUR,Clearing entry
2000,0000002570,2021,003,D,507488,134648.21,138371.9,EUR,Line item desc
2000,0000002570,2021,004,A,709823,173604.52,174265.89,EUR,Line item desc
1000,0000002571,2022,001,M,728318,147209.43,151004.77,EUR,Line item desc
1000,0000002571,2022,002,M,636402,99999.75,109759.77,EUR,Cost allocation
1000,0000002571,2022,003,K,213378,104090.14,112524.12,EUR,Cost allocation
1000,0000002571,2022,004,D,394099,80792.78,72801.75,EUR,Cost allocation
3000,0000002572,2023,001,D,850213,121928.7,133313.12,EUR,Tax posting
3000,0000002573,2020,001,A,399796,155085.46,166711.68,EUR,Revenue rec
3000,0000002573,2020,002,D,862704,82263.0,85942.46,EUR,Cost allocation
3000,0000002573,2020,003,S,123556,28952.26,28173.25,EUR,Tax posting
1000,0000002574,2022,001,M,970147,147330.84,152062.47,EUR,Clearing entry
1000,0000002574,2022,002,K,888560,174543.82,186061.26,EUR,Revenue rec
1000,0000002574,2022,003,S,602425,115645.52,110715.33,EUR,Line item desc
1000,0000002574,2022,004,M,697975,5738.36,6008.78,EUR,Cost allocation
3000,0000002575,2022,001,D,793974,159611.0,158103.05,USD,Line item desc
3000,0000002575,2022,002,D,992120,193736.74,201789.85,USD,Cost allocation
3000,0000002575,2022,003,M,163060,135255.63,143071.91,USD,Cost allocation
3000,0000002576,2023,001,D,792062,173209.54,165330.1,USD,Cost allocation
3000,0000002576,2023,002,S,967017,107111.22,97082.23,USD,Clearing entry
3000,0000002576,2023,003,A,431891,80637.43,80503.51,USD,Clearing entry
3000,0000002576,2023,004,S,345052,137436.95,140937.4,USD,Revenue rec
2000,0000002577,2022,001,D,112491,35201.9,35094.72,USD,Line item desc
2000,0000002578,2024,001,M,764199,159364.73,173095.18,USD,Revenue rec
2000,0000002578,2024,002,D,292824,76874.5,71495.36,USD,Tax posting
2000,0000002578,2024,003,D,276954,130403.57,134078.04,USD,Line item desc
1000,0000002579,2023,001,D,586492,156354.21,157432.23,USD,Line item desc
1000,0000002579,2023,002,M,423790,11960.37,10788.91,USD,Tax posting
2000,0000002580,2024,001,D,700150,197107.97,209760.97,COP,Clearing entry
2000,0000002580,2024,002,S,442482,190984.44,185874.41,COP,Tax posting
2000,0000002580,2024,003,D,283775,125479.28,132505.19,COP,Line item desc
3000,0000002581,2024,001,M,239866,137780.54,142136.41,COP,Revenue rec
1000,0000002582,2022,001,M,227043,136297.85,128663.46,EUR,Tax posting
1000,0000002582,2022,002,K,636631,168708.3,164355.44,EUR,Tax posting
1000,0000002582,2022,003,K,706876,10994.64,10309.45,EUR,Revenue rec
1000,0000002583,2022,001,A,387452,161963.64,177414.21,EUR,Revenue rec
3000,0000002584,2024,001,K,634001,193666.27,179586.39,USD,Cost allocation
3000,0000002585,2022,001,D,881133,22582.49,23636.03,COP,Revenue rec
3000,0000002585,2022,002,K,233323,12393.63,11760.84,COP,Cost allocation
3000,0000002585,2022,003,D,856262,175618.59,192183.94,COP,Line item desc
2000,0000002586,2020,001,D,851543,113839.24,114755.54,COP,Clearing entry
2000,0000002586,2020,002,S,295686,178810.24,178628.2,COP,Revenue rec
1000,0000002587,2023,001,K,847874,34454.32,32861.05,EUR,Clearing entry
1000,0000002588,2022,001,K,154952,78543.06,81534.39,COP,Line item desc
1000,0000002589,2021,001,D,196292,44771.69,40295.11,EUR,Clearing entry
1000,0000002589,2021,002,S,794522,95910.28,101481.67,EUR,Clearing entry
1000,0000002589,2021,003,S,784676,17805.95,19105.62,EUR,Revenue rec
1000,0000002590,2020,001,M,779124,142353.68,136792.39,USD,Line item desc
1000,0000002591,2024,001,M,190902,188781.72,188234.73,EUR,Cost allocation
1000,0000002591,2024,002,K,723469,4359.07,4633.71,EUR,Line item desc
1000,0000002591,2024,003,S,940805,21649.61,23474.63,EUR,Line item desc
1000,0000002591,2024,004,A,154365,162781.84,149054.6,EUR,Revenue rec
1000,0000002592,2024,001,K,416298,188714.8,195292.08,COP,Clearing entry
3000,0000002593,2021,001,A,375111,163036.88,168401.43,COP,Tax posting
3000,0000002593,2021,002,K,760361,190464.28,172394.25,COP,Clearing entry
3000,0000002594,2023,001,A,299718,126393.82,124710.33,COP,Revenue rec
3000,0000002594,2023,002,M,314513,29060.2,29698.95,COP,Cost allocation
3000,0000002595,2020,001,D,153868,197235.78,206832.35,USD,Revenue rec
3000,0000002595,2020,002,A,821066,75778.07,79271.13,USD,Clearing entry
3000,0000002595,2020,003,A,566277,143368.82,156160.86,USD,Line item desc
1000,0000002596,2020,001,M,425802,92810.19,98451.24,USD,Line item desc
1000,0000002596,2020,002,K,465067,19429.28,21283.76,USD,Tax posting
3000,0000002597,2024,001,D,360121,64269.05,66179.38,COP,Cost allocation
3000,0000002597,2024,002,M,576693,61933.74,65721.95,COP,Tax posting
2000,0000002598,2024,001,M,545991,3318.29,3561.61,USD,Clearing entry
2000,0000002598,2024,002,M,980669,94549.33,93356.56,USD,Line item desc
3000,0000002599,2021,001,K,846212,188388.36,194876.65,EUR,Cost allocation
3000,0000002599,2021,002,D,669497,163855.69,170462.79,EUR,Revenue rec
1000,0000002600,2020,001,D,522952,53657.41,56343.18,EUR,Tax posting
3000,0000002601,2021,001,M,788476,157136.61,149458.18,EUR,Line item desc
3000,0000002601,2021,002,A,884829,20100.55,20713.53,EUR,Cost allocation
3000,0000002601,2021,003,M,374620,68523.48,68775.11,EUR,Clearing entry
3000,0000002601,2021,004,A,113784,151290.18,144948.63,EUR,Clearing entry
1000,0000002602,2024,001,M,168138,141310.15,135183.0,COP,Tax posting
1000,0000002602,2024,002,S,795983,195195.02,204656.11,COP,Revenue rec
2000,0000002603,2022,001,A,252655,135457.3,137668.9,EUR,Cost allocation
2000,0000002603,2022,002,M,199850,80072.26,77087.44,EUR,Cost allocation
2000,0000002603,2022,003,S,336266,44602.19,41854.05,EUR,Revenue rec
2000,0000002603,2022,004,K,741159,163639.4,168118.19,EUR,Tax posting
1000,0000002604,2024,001,D,319529,101040.92,93318.99,EUR,Cost allocation
1000,0000002604,2024,002,K,627833,181926.57,176135.67,EUR,Cost allocation
1000,0000002604,2024,003,S,519530,8705.25,8285.26,EUR,Clearing entry
1000,0000002604,2024,004,D,370763,104742.8,99619.89,EUR,Revenue rec
1000,0000002605,2021,001,M,953827,87451.1,85082.89,USD,Clearing entry
1000,0000002605,2021,002,S,832840,163084.3,154724.46,USD,Clearing entry
1000,0000002605,2021,003,K,363289,154119.23,169175.32,USD,Revenue rec
3000,0000002606,2022,001,M,867554,173377.4,186823.68,USD,Cost allocation
3000,0000002606,2022,002,K,721759,150999.1,147134.44,USD,Revenue rec
3000,0000002606,2022,003,M,191083,73083.99,68444.28,USD,Clearing entry
1000,0000002607,2022,001,K,945359,14517.95,14380.69,COP,Clearing entry
1000,0000002607,2022,002,M,408197,170689.35,184470.4,COP,Cost allocation
2000,0000002608,2020,001,D,247481,167940.5,172106.75,USD,Clearing entry
2000,0000002608,2020,002,M,581347,67044.12,73611.64,USD,Revenue rec
2000,0000002609,2020,001,M,965891,87689.14,94945.06,COP,Cost allocation
2000,0000002609,2020,002,S,745007,752.27,806.13,COP,Revenue rec
2000,0000002610,2024,001,S,562916,113536.88,114251.26,COP,Tax posting
3000,0000002611,2020,001,A,306817,13476.5,13601.38,COP,Cost allocation
3000,0000002611,2020,002,K,114045,101273.0,111350.0,COP,Revenue rec
3000,0000002611,2020,003,M,895874,143979.91,134212.56,COP,Line item desc
1000,0000002612,2021,001,M,719783,20985.53,21941.81,COP,Revenue rec
1000,0000002612,2021,002,D,210406,76259.48,83300.22,COP,Tax posting
1000,0000002613,2024,001,S,509148,73869.94,69773.96,EUR,Tax posting
1000,0000002613,2024,002,K,150711,173571.93,188667.59,EUR,Revenue rec
1000,0000002613,2024,003,D,312346,164101.17,158185.19,EUR,Line item desc
1000,0000002613,2024,004,A,961920,15813.98,15166.62,EUR,Tax posting
2000,0000002614,2023,001,S,853118,167409.81,164173.0,COP,Revenue rec
2000,0000002614,2023,002,S,508839,169872.7,186034.87,COP,Tax posting
2000,0000002614,2023,003,S,749098,199507.84,217662.42,COP,Cost allocation
3000,0000002615,2022,001,M,501704,144394.01,153403.71,COP,Revenue rec
3000,0000002615,2022,002,A,374778,150941.03,156981.91,COP,Tax posting
1000,0000002616,2021,001,A,958471,161480.86,157087.07,USD,Tax posting
1000,0000002617,2024,001,A,424994,180401.78,162853.56,EUR,Cost allocation
1000,0000002617,2024,002,S,456840,48761.03,48846.39,EUR,Line item desc
1000,0000002617,2024,003,K,158382,89550.73,88161.41,EUR,Tax posting
1000,0000002618,2023,001,M,336426,114180.65,116825.11,USD,Cost allocation
1000,0000002618,2023,002,M,773801,56176.08,55127.58,USD,Cost allocation
1000,0000002618,2023,003,S,310609,45358.34,44660.68,USD,Cost allocation
1000,0000002618,2023,004,S,187557,100673.59,97545.88,USD,Cost allocation
2000,0000002619,2021,001,M,907392,199847.57,191231.43,EUR,Tax posting
2000,0000002619,2021,002,K,624021,126187.31,132165.17,EUR,Cost allocation
